ID_general;ID_general_old;fullname;gender;possible_identity_with;members;members_names;specialcase;borderline;comment_entity;ID_chapter_1;ID_chapter_2;ID_chapter_3;ID_chapter_4;ID_chapter_5;ID_chapter_6;ID_chapter_7;ID_chapter_8;ID_chapter_9;ID_chapter_10;ID_chapter_11;ID_chapter_12;ID_chapter_13;ID_chapter_14;ID_chapter_15;ID_chapter_16;ID_chapter_17;ID_chapter_18;ID_chapter_19;ID_chapter_20;ID_chapter_21;ID_chapter_22;ID_chapter_23;ID_chapter_24;ID_chapter_25;ID_chapter_26;ID_chapter_27;ID_chapter_28;ID_chapter_29;ID_chapter_30;ID_chapter_31;ID_chapter_32;ID_chapter_33;ID_chapter_34;ID_chapter_35;ID_chapter_36;ID_chapter_37
entity_0455;figur_0962;Gesellin für Nanny;f;;;;nonfact;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Gesellin für Nanny
entity_0456;figur_0964;Manche Besucher der Kapelle;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Manche Besucher der Kapelle
entity_0457;figur_0966;Freunde von Mittler;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Freunde von Mittler
entity_0458;figur_0967;Anwohner;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Anwohner
entity_0459;figur_0968;Bewohner;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bewohner
entity_0460;figur_0969;Frauen;f;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Frauen
entity_0461;figur_0974;Schullehrer;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Schullehrer
entity_0462;figur_0980;Umstehende;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Umstehende
entity_0463;figur_0982;die meisten Besucher der Kapelle;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;die meisten Besucher der Kapelle
entity_0464;figur_0985;neuer Geistlicher;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neuer Geistlicher
entity_0465;figur_0986;übrige Hausgenossen;u;;x;x;group;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;übrige Hausgenossen
entity_0466;figur_0005;Frauen im Allgemeinen;f;;;;generic, group;;;;Frauen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0467;figur_0006;Durch Erfahrung aufgeklärte Menschen;u;;;;generic, group;;;;Durch Erfahrung aufgeklärte Menschen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0468;figur_0009;ein Dritter im Allgemeinen;u;;;;generic, nonfact;;;;dritte Person;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0469;figur_0015;Dunkel vor sich hinlebende Menschen;u;;;;generic, group;;;;Dunkel vor sich hinlebende Menschen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0470;figur_0016;Männer im Allgemeinen;m;;;;generic, group;;;;Männer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0471;figur_0017;Jemand der das Bewusstsein als Waffe führt;u;;;;generic;;;;Jemand der das Bewusstsein als Waffe führt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0472;figur_0018;Landleute;u;;;;generic, group;;;;Landleute;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0473;figur_0026;Gäste im Allgemeinen;u;;;;generic, group;;;;Gäste;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0474;figur_0029;Studierte;m;;;;generic, group;;;;Studierten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0475;figur_0030;andere Männer;m;;;;generic;;;;andere Männer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0476;figur_0031;vierte Person im Allgemeinen;u;;;;generic, nonfact;;;;vierte Person;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0477;figur_0034;jeder;u;;;;generic;;;;;jeder;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0478;figur_0049;andere Person;u;;;;generic;;;;;andere Person;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0479;figur_0051;junge Personen, die in die Pension kommen;u;;;;generic, group;;;;;junge Personen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0480;figur_0056;Personen die Charlotte den Fels hinaufführt;u;;;;generic, group;;;;;;Personen die Charlotte den Fels hinaufführt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0481;figur_0064;Menschen allgemein;u;;;;generic, group;;;;;;Menschen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0482;figur_0067;andere Personen;u;;;;generic, group;;;;;;andere Personen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0483;figur_0068;andere Personen außer Ottilie Allgemein;u;;;;generic, group;;;;;;andere Personen außer Ottilie Allgemein;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0484;figur_0070;Mensch im Allgemeinen;u;;;;generic;;;;;;;Mensch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0485;figur_0073;Chemiker, der zwei Stoffe zusammenbringt;m;;;;generic;;;;;;;Chemiker;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0486;figur_0074;Vorfahren;u;;;;generic, group;;;;;;;Vorfahren;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0487;figur_0077;Gelehrte;m;;;;generic, group;;;;;;;Gelehrte;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0488;figur_0079;Chemiker im Allgemeinen 2;m;;;;generic, group;;;;;;;Chemiker im Allgemeinen 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0489;figur_0081;Menschen die man gekannt hat;u;;;;generic, group;;;;;;;Menschen die man gekannt hat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0490;figur_0084;Dritter;u;;;;generic;;;;;;;Dritter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0491;figur_0085;Berufe;u;;;;generic, group;;;;;;;Berufe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0492;figur_0086;Adel;u;;;;generic, group;;;;;;;Adel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0493;figur_0088;Gesunde im Allgemeinen;u;;;;generic, group;;;;;;;Gesunde;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0494;figur_0089;Frauen im Allgemeinen;f;;;;generic, group;;;;;;;Frauen im Allgemeinen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0495;figur_0090;Gesellschaftliche Großgruppen;u;;;;generic, group;;;;;;;Gesellschaftliche Großgruppen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0496;figur_0092;Mensch im Allgemeinen;u;;;;generic;;;;;;;Mensch im Allgemeinen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0497;figur_0093;Kranke im Allgemeinen;u;;;;generic, group;;;;;;;Kranke;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0498;figur_0095;Soldaten;m;;;;generic, group;;;;;;;Soldaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0499;figur_0096;Menschen im Allgemeinen;u;;;;generic, group;;;;;;;Menschen im Allgemeinen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0500;figur_0097;Naturforscher im Allgemeinen;u;;;;generic;;;;;;;Naturforscher;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0501;figur_0099;Stände;u;;;;generic, group;;;;;;;Stände;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0502;figur_0101;Zivilisten;u;;;;generic, group;;;;;;;Zivilisten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0503;figur_0102;berühmter Arzt;m;;;;generic;;;;;;;berühmter Arzt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0504;figur_0103;bürgerliche Gesellschaft;u;;;;generic, group;;;;;;;bürgerliche Gesellschaft;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0505;figur_0105;dritter Stand;u;;;;generic, group;;;;;;;dritter Stand;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0506;figur_0113;Eltern allgemein;u;;;;generic, group;;;;;;;;Eltern allgemein;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0507;figur_0114;Kinder allgemein;u;;;;generic, group;;;;;;;;Kinder allgemein;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0508;figur_0116;Schüler allgemein;u;;;;generic, group;;;;;;;;Schüler allgemein;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0509;figur_0118;Vorgesetzte allgemein;u;;;;generic;;;;;;;;Vorgesetzte allgemein;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0510;figur_0124;Mensch der menschliche Schönheit erblickt allgemein;u;;;;generic;;;;;;;;;Mensch der menschliche Schönheit erblickt allgemein;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0511;figur_0125;Person im Allgemeinen;u;;;;generic;;;;;;;;;Person im Allgemeinen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0512;figur_0127;Personen die den gleichen Schritt halten;u;;;;generic, group;;;;;;;;;Personen die den gleichen Schritt halten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0513;figur_0128;Menge;u;;;;generic, group;;;;;;;;;Menge;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0514;figur_0132;Viele;u;;;;generic, group;;;;;;;;;Viele;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0515;figur_0135;Eine andere Person;u;;;;generic;;;;;;;;;Eine andere Person;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0516;figur_0136;Frauen denen etwas herunterfällt;f;;;;generic, group;;;;;;;;;Frauen denen etwas herunterfällt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0517;figur_0137;Bewohner reicher Dörfer;u;;;;generic, group;;;;;;;;;Bewohner reicher Dörfer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0518;figur_0138;Bettler allgemein;u;;;;generic, group;;;;;;;;;Bettler allgemein;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0519;figur_0141;Armer auf Reise;u;;;;generic;;;;;;;;;Armer auf Reise;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0520;figur_0142;Eine Person;u;;;;generic;;;;;;;;;Eine Person;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0521;figur_0144;Höhere denen etwas herunterfällt;f;;;;generic, group;;;;;;;;;Höhere denen etwas herunterfällt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0522;figur_0145;Jüngere denen etwas herunterfällt;f;;;;generic, group;;;;;;;;;Jüngere denen etwas herunterfällt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0523;figur_0146;Frauenzimmer allgemein;f;;;;generic;;;;;;;;;Frauenzimmer allgemein;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0524;figur_0147;Niedere denen etwas herunterfällt;f;;;;generic, group;;;;;;;;;Niedere denen etwas herunterfällt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0525;figur_0148;Männer denen etwas herunterfällt;m;;;;generic, group;;;;;;;;;Männer denen etwas herunterfällt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0526;figur_0149;Mensch allgemein;u;;;;generic;;;;;;;;;Mensch allgemein;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0527;figur_0151;Gleichgestellte denen etwas herunterfällt;f;;;;generic, group;;;;;;;;;Gleichgestellte denen etwas herunterfällt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0528;figur_0155;aus dem Dorf Hinausgehender;u;;;;generic;;;;;;;;;aus dem Dorf Hinausgehender;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0529;figur_0157;ins Dorf Hereingehender;u;;;;generic;;;;;;;;;ins Dorf Hereingehender;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0530;figur_0159;Ältere denen etwas herunterfällt;f;;;;generic, group;;;;;;;;;Ältere denen etwas herunterfällt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0531;figur_0164;Familie;mf;;;;generic, group;;;;;;;;;;Familie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0532;figur_0166;irgendein Kind;u;;;;generic;;;;;;;;;;Kind;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0533;figur_0168;Personen einer Familie;mf;;;;generic, group;;;;;;;;;;Personen einer Familie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0534;figur_0175;Maurer im Allgemeinen;m;;;;generic;;;;;;;;;;;;Maurer im Allgemeinen;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0535;figur_0181;Mensch;m;;;;generic;;;;;;;;;;;;Mensch;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0536;figur_0182;Derjenige der insgeheim das Gute getan;m;;;;generic;;;;;;;;;;;;Derjenige der insgeheim das Gute getan;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0537;figur_0183;Grundherr;u;;;;generic;;;;;;;;;;;;Grundherr;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0538;figur_0186;Gebildetster Mensch;u;;;;generic;;;;;;;;;;;;Gebildetster Mensch;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0539;figur_0189;Menschen die einander von Natur geneigt sind;u;;;;generic, group;;;;;;;;;;;;Menschen die einander von Natur geneigt sind;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0540;figur_0192;Jeder der eine Übeltat begangen;u;;;;generic;;;;;;;;;;;;Jeder der eine Übeltat begangen;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0541;figur_0196;Gemeine;u;;;;generic, group;;;;;;;;;;;;Gemeine;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0542;figur_0199;Gatten;u;;;;generic, group;;;;;;;;;;;;Gatten;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0543;figur_0202;Ehefrau;f;;;;generic;;;;;;;;;;;;Ehefrau;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0544;figur_0204;Bildhauer;m;;;;generic;;;;;;;;;;;;Bildhauer;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0545;figur_0205;Ehemann;m;;;;generic;;;;;;;;;;;;Ehemann;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0546;figur_0206;Fürst;m;;;;generic;;;;;;;;;;;;Fürst;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0547;figur_0215;Roher Mensch;u;;;;generic;;;;;;;;;;;;Roher Mensch;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0548;figur_0219;Steinmetz;m;;;;generic;;;;;;;;;;;;Steinmetz;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0549;figur_0222;größere Gesellschaft;u;;;;generic, group;;;;;;;;;;;;größere Gesellschaft;;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0550;figur_0226;Ehepartner;u;;;;generic, group;;;;;;;;;;;;;Ehepartner;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0551;figur_0230;Ehepartner im Allgemeinen;u;;;;generic, group;;;;;;;;;;;;;Ehepartner im Allgemeinen;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0552;figur_0231;Frauen im Allgemeinen;f;;;;generic, group;;;;;;;;;;;;;Frauen im Allgemeinen;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0553;figur_0232;Verheiratete Frauen;f;;;;generic, group;;;;;;;;;;;;;Verheiratete Frauen;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0554;figur_0233;andere Menschen;u;;;;generic, group;;;;;;;;;;;;;andere Menschen;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0555;figur_0235;Frauen im Allgemeinen 2;f;;;;generic, group;;;;;;;;;;;;;Frauen im Allgemeinen 2;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0556;figur_0236;Frauenzimmer dem der Graf früher geneigt war;f;;;;generic;;;;;;;;;;;;;Frauenzimmer dem der Graf früher geneigt war;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0557;figur_0238;Kinder im Allgemeinen;u;;;;generic, group;;;;;;;;;;;;;Kinder im Allgemeinen;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0558;figur_0239;Personen die vom Liebestheater abgetreten sind;u;;;;generic, group;;;;;;;;;;;;;Personen die vom Liebestheater abgetreten sind;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0559;figur_0244;Gesellschaft insgesamt;u;;;;generic, group;;;;;;;;;;;;;Gesellschaft insgesamt;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0560;figur_0250;Kinder;u;;;;generic, group;;;;;;;;;;;;;Kinder;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0561;figur_0253;irgendein Mann;m;;;;generic;;;;;;;;;;;;;irgendein Mann;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0562;figur_0254;junge Leute im Allgemeinen;u;;;;generic, group;;;;;;;;;;;;;junge Leute im Allgemeinen;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0563;figur_0255;junge Mädchen;f;;;;generic, group;;;;;;;;;;;;;junge Mädchen;;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0564;figur_0258;Sarmaten;u;;;;generic, group;;;;;;;;;;;;;;Sarmaten;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0565;figur_0260;starke Personen;u;;;;generic, group;;;;;;;;;;;;;;starke Personen;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0566;figur_0266;weiche Personen;u;;;;generic, group;;;;;;;;;;;;;;weiche Personen;;;;;;;;;;;;;;;;;;;;;;;;;
entity_0567;figur_0275;Menschen;u;;;;generic, group;;;;;;;;;;;;;;;;Menschen;;;;;;;;;;;;;;;;;;;;;;;
entity_0568;figur_0276;Sterbliche;u;;;;generic, group;;;;;;;;;;;;;;;;Sterbliche;;;;;;;;;;;;;;;;;;;;;;;
entity_0569;figur_0278;höheres Wesen;u;;;;generic;;;;;;;;;;;;;;;;höheres Wesen;;;;;;;;;;;;;;;;;;;;;;;
entity_0570;figur_0279;Ungebildete Selbstler;u;;;;generic, group;;;;;;;;;;;;;;;;;Ungebildete Selbstler;;;;;;;;;;;;;;;;;;;;;;
entity_0571;figur_0326;Personen denen jemand mit Ruhe über leidenschaftliche Verlegenheiten hinaushilft;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;Personen denen jemand mit Ruhe über leidenschaftliche Verlegenheiten hinaushilft;;;;;;;;;;;;;;;;;;;
entity_0572;figur_0330;Menschen allgemein;u;;;;generic;;;;;;;;;;;;;;;;;;;;Menschen allgemein;;;;;;;;;;;;;;;;;;;
entity_0573;figur_0332;ein trefflicher Mann;m;;;;generic;;;;;;;;;;;;;;;;;;;;ein trefflicher Mann;;;;;;;;;;;;;;;;;;;
entity_0574;figur_0335;Glückliche;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;Glückliche;;;;;;;;;;;;;;;;;;
entity_0575;figur_0336;edler Grieche;m;;;;generic;;;;;;;;;;;;;;;;;;;;;Grieche;;;;;;;;;;;;;;;;;;
entity_0576;figur_0338;Mensch allgemein;u;;;;generic;;;;;;;;;;;;;;;;;;;;;Mensch allgemein;;;;;;;;;;;;;;;;;;
entity_0577;figur_0339;Helden;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;Helden;;;;;;;;;;;;;;;;;;
entity_0578;figur_0341;gebildete Menschen;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;gebildete Menschen;;;;;;;;;;;;;;;;;;
entity_0579;figur_0344;Jeder der nicht weinen kann;u;;;;generic;;;;;;;;;;;;;;;;;;;;;Jeder der nicht weinen kann;;;;;;;;;;;;;;;;;;
entity_0580;figur_0345;Menschen allgemein;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;Menschen allgemein;;;;;;;;;;;;;;;;;;
entity_0581;figur_0348;Edelmann;m;;;;generic;;;;;;;;;;;;;;;;;;;;;Edelmann;;;;;;;;;;;;;;;;;;
entity_0582;figur_0353;beliebiger Bote;u;;;;generic;;;;;;;;;;;;;;;;;;;;;beliebiger Bote;;;;;;;;;;;;;;;;;;
entity_0583;figur_0358;Menschen allgemein 2;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;Menschen allgemein 2;;;;;;;;;;;;;;;;;
entity_0584;figur_0359;Lebende;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;Lebende;;;;;;;;;;;;;;;;;
entity_0585;figur_0361;Begrabene;u;;;;group, generic;;;;;;;;;;;;;;;;;;;;;;Begrabene;;;;;;;;;;;;;;;;;
entity_0586;figur_0362;Baukünstler;m;;;;generic;;;;;;;;;;;;;;;;;;;;;;Baukünstler;;;;;;;;;;;;;;;;;
entity_0587;figur_0363;Bildhauer;m;;;;generic;;;;;;;;;;;;;;;;;;;;;;Bildhauer;;;;;;;;;;;;;;;;;
entity_0588;figur_0365;Hauptfiguren in Epopöe;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;Hauptfiguren in Epopöe;;;;;;;;;;;;;;;;;
entity_0589;figur_0366;Menschen die man gekannt hat;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;Menschen die man gekannt hat;;;;;;;;;;;;;;;;;
entity_0590;figur_0367;Tote;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;Tote;;;;;;;;;;;;;;;;;
entity_0591;figur_0368;Gemeindeglieder;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;Gemeindeglieder;;;;;;;;;;;;;;;;;
entity_0592;figur_0369;Mensch allgemein;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;Mensch allgemein;;;;;;;;;;;;;;;;;
entity_0593;figur_0370;Verwandte Verstorbener;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;Verwandte Verstorbener;;;;;;;;;;;;;;;;;
entity_0594;figur_0371;verstorbener Mensch allgemein;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;verstorbener Mensch allgemein;;;;;;;;;;;;;;;;;
entity_0595;figur_0372;ein Dritter in der Epopöe;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;ein Dritter in der Epopöe;;;;;;;;;;;;;;;;;
entity_0596;figur_0373;Wohlhabende;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;Wohlhabende;;;;;;;;;;;;;;;;;
entity_0597;figur_0374;ein Zweiter in der Epopöe;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;ein Zweiter in der Epopöe;;;;;;;;;;;;;;;;;
entity_0598;figur_0375;ärmster Landmann;m;;;;generic;;;;;;;;;;;;;;;;;;;;;;ärmster Landmann;;;;;;;;;;;;;;;;;
entity_0599;figur_0377;Völker;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;Völker;;;;;;;;;;;;;;;;;
entity_0600;figur_0379;Liebevoller;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;Liebevoller;;;;;;;;;;;;;;;;;
entity_0601;figur_0380;Fremde;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;Fremde;;;;;;;;;;;;;;;;;
entity_0602;figur_0381;Freunde Verstorbener;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;Freunde Verstorbener;;;;;;;;;;;;;;;;;
entity_0603;figur_0382;Geistreicher;m;;;;generic;;;;;;;;;;;;;;;;;;;;;;Geistreicher;;;;;;;;;;;;;;;;;
entity_0604;figur_0383;Gelehrter;m;;;;generic;;;;;;;;;;;;;;;;;;;;;;Gelehrter;;;;;;;;;;;;;;;;;
entity_0605;figur_0384;Gatten Verstorbener;m;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;Gatten Verstorbener;;;;;;;;;;;;;;;;;
entity_0606;figur_0385;Angehörige allgemein;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;Angehörige allgemein;;;;;;;;;;;;;;;;;
entity_0607;figur_0386;Angehörige der Gemeindeglieder;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;Angehörige der Gemeindeglieder;;;;;;;;;;;;;;;;;
entity_0608;figur_0387;Angehörige des Geringsten wie des Höchsten;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;Angehörige des Geringsten wie des Höchsten;;;;;;;;;;;;;;;;;
entity_0609;figur_0388;Menschen allgemein;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;Menschen allgemein;;;;;;;;;;;;;;;;;
entity_0610;figur_0389;Kind des ärmsten Landmanns;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;Kind des ärmsten Landmanns;;;;;;;;;;;;;;;;;
entity_0611;figur_0390;Geringste;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;Geringste;;;;;;;;;;;;;;;;;
entity_0612;figur_0391;Hohe;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;Hohe;;;;;;;;;;;;;;;;;
entity_0613;figur_0392;Künstler;m;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;Künstler;;;;;;;;;;;;;;;;;
entity_0614;figur_0393;Künstler allgemein 2;m;;;;generic;;;;;;;;;;;;;;;;;;;;;;Künstler allgemein 2;;;;;;;;;;;;;;;;;
entity_0615;figur_0394;Gereiste;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;Gereiste;;;;;;;;;;;;;;;;;
entity_0616;figur_0396;Fürsten;m;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;Fürsten;;;;;;;;;;;;;;;;;
entity_0617;figur_0397;Bürger;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;Bürger;;;;;;;;;;;;;;;;;
entity_0618;figur_0398;Familienmitglieder;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;Familienmitglieder;;;;;;;;;;;;;;;;;
entity_0619;figur_0399;Fromme;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;Fromme;;;;;;;;;;;;;;;;;
entity_0620;figur_0400;Höchster;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;Höchster;;;;;;;;;;;;;;;;;
entity_0621;figur_0402;Verstorbene 3;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;Verstorbene 3;;;;;;;;;;;;;;;;;
entity_0622;figur_0403;Verstorbene 2;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;Verstorbene 2;;;;;;;;;;;;;;;;;
entity_0623;figur_0404;Verstorbene;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;Verstorbene;;;;;;;;;;;;;;;;;
entity_0624;figur_0405;Toter;u;;;;generic;;;;;;;;;;;;;;;;;;;;;;Toter;;;;;;;;;;;;;;;;;
entity_0625;figur_0406;Menschen allgemein 3;u;;;;generic, group;;;;;;;;;;;;;;;;;;;;;;Menschen allgemein 3;;;;;;;;;;;;;;;;;
